doc_name,country,type_of_sentence,quote,action,public_evidence,client_evidence,due_diligence_level,entity_type,role,business_type
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where the client has bearer shares and the true beneficial owners are not publicly registered with a competent authority. The client must be given a risk rating of high.,Does the client have bearer shares and the true beneficial owners are not publicly registered with a competent authority?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where the client uses an offshore trust or company. The client must be given a risk rating of high.,Is there any evidence the client uses an offshore trust or company?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where there is suspicion that a legal entity like a trust or foundation is being used to hide the ownership or true beneficiary of a relationship.,Is there any suspicion that a legal entity like a trust or foundation is being used to hide the ownership or true beneficiary of a relationship?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where there is suspicion that a legal entity like a trust or foundation is being used to hide the ownership or true beneficiary of a relationship.,Is there any suspicion that a legal entity like a trust or foundation is being used to hide the ownership or true beneficiary of a relationship?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Escalate to the Money Laundering Reporting Officer or delegate where it is believed that a client is a Shell Company or Shell Bank, or has a Shell Company or Shell Bank in its ownership. The firm must not enter in to a relationship with a Shell Company or a Shell Bank.","Is there any evidence that a client is a Shell Company or Shell Bank, or has a Shell Company or Shell Bank in its ownership?",,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where the correspondent relationship takes place with Respondents outside of the UK and the EEA. The client must be given a risk rating of high.,Is there any evidence the correspondent relationship takes place with Respondents outside of the UK and the EEA?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']","['Client', 'Shipper or Carrier']",['Correspondent Relationships']
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Escalate to the Money Laundering Reporting Officer or delegate where a transaction, product, or service is complex involving many transactions, countries or parties.","Is a transaction, product, or service complex involving many transactions, countries or parties?",,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Escalate to the Money Laundering Reporting Officer or delegate if the client has links to extractive industries, including oil and precious metals. The client must be given a risk rating of high.","Is there any evidence the client has links to extractive industries, including oil and precious metals?",,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate if the client has links to arms trade and defence. The client must be given a risk rating of high.,Is there any evidence the client has links to arms trade and defence?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Escalate to the Money Laundering Reporting Officer or delegate if the client has links to extractive industries, including oil and precious metals. The client must be given a risk rating of high.","Is there any evidence the client has links to extractive industries, including oil and precious metals?",,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
